id,heuristique_prédite,heuristique_réelle,succès
7301,Greedy Independent Cover,Greedy Independent Cover,True
7302,Greedy Independent Cover,Greedy Independent Cover,True
7303,Greedy Independent Cover,Greedy Independent Cover,True
7304,Sorted Listright,Greedy Independent Cover,False
7305,Greedy Independent Cover,Greedy Independent Cover,True
7306,Greedy Independent Cover,Greedy Independent Cover,True
7307,Greedy Independent Cover,Greedy Independent Cover,True
7310,Greedy Independent Cover,Greedy Independent Cover,True
7311,Greedy Independent Cover,Greedy Independent Cover,True
7312,Greedy Independent Cover,Greedy Independent Cover,True
7313,Greedy Independent Cover,Greedy Independent Cover,True
7314,Greedy Independent Cover,Greedy Independent Cover,True
7315,Greedy Independent Cover,Greedy Independent Cover,True
7316,Greedy Independent Cover,Greedy Independent Cover,True
7317,Greedy Independent Cover,Greedy Independent Cover,True
7318,Sorted Listright,Greedy Independent Cover,False
7319,Greedy Independent Cover,Greedy Independent Cover,True
7320,Greedy Independent Cover,Greedy Independent Cover,True
7321,Greedy Independent Cover,Greedy Independent Cover,True
7322,Greedy Independent Cover,Greedy Independent Cover,True
7323,Greedy Independent Cover,Greedy Independent Cover,True
7324,Sorted Listright,Greedy Independent Cover,False
7325,Greedy Independent Cover,Greedy Independent Cover,True
7326,Greedy Independent Cover,Greedy Independent Cover,True
7327,Greedy Independent Cover,Greedy Independent Cover,True
7328,Sorted Listright,Greedy Independent Cover,False
7329,Greedy Independent Cover,Greedy Independent Cover,True
7330,Greedy Independent Cover,Greedy Independent Cover,True
7331,Greedy Independent Cover,Greedy Independent Cover,True
7332,Greedy Independent Cover,Greedy Independent Cover,True
7333,Greedy Independent Cover,Greedy Independent Cover,True
7334,Greedy Independent Cover,Greedy Independent Cover,True
7335,Greedy Independent Cover,Greedy Independent Cover,True
7337,Greedy Independent Cover,Greedy Independent Cover,True
7338,Greedy Independent Cover,Greedy Independent Cover,True
7339,Sorted Listright,Greedy Independent Cover,False
7340,Greedy Independent Cover,Greedy Independent Cover,True
7341,Greedy Independent Cover,Greedy Independent Cover,True
7342,Greedy Independent Cover,Greedy Independent Cover,True
7343,Greedy Independent Cover,Greedy Independent Cover,True
7344,Greedy Independent Cover,Greedy Independent Cover,True
7345,Greedy Independent Cover,Greedy Independent Cover,True
7346,Greedy Independent Cover,Greedy Independent Cover,True
7347,Greedy Independent Cover,Greedy Independent Cover,True
7348,Greedy Independent Cover,Greedy Independent Cover,True
7349,Greedy Independent Cover,Greedy Independent Cover,True
7350,Greedy Independent Cover,Greedy Independent Cover,True
7351,Sorted Listright,Greedy Independent Cover,False
7352,Greedy Independent Cover,Greedy Independent Cover,True
7353,Greedy Independent Cover,Greedy Independent Cover,True
7354,Greedy Independent Cover,Greedy Independent Cover,True
7355,Greedy Independent Cover,Greedy Independent Cover,True
7356,Greedy Independent Cover,Greedy Independent Cover,True
7357,Greedy Independent Cover,Greedy Independent Cover,True
7358,Sorted Listright,Greedy Independent Cover,False
7359,Greedy Independent Cover,Greedy Independent Cover,True
7360,Greedy Independent Cover,Greedy Independent Cover,True
7361,Greedy Independent Cover,Greedy Independent Cover,True
7362,Sorted Listright,Greedy Independent Cover,False
7363,Greedy Independent Cover,Greedy Independent Cover,True
7364,Greedy Independent Cover,Greedy Independent Cover,True
7365,Greedy Independent Cover,Greedy Independent Cover,True
7366,Sorted Listright,Greedy Independent Cover,False
7367,Sorted Listright,Greedy Independent Cover,False
7368,Greedy Independent Cover,Greedy Independent Cover,True
7369,Greedy Independent Cover,Greedy Independent Cover,True
7370,Greedy Independent Cover,Greedy Independent Cover,True
7371,Greedy Independent Cover,Greedy Independent Cover,True
7372,Greedy Independent Cover,Greedy Independent Cover,True
7373,Greedy Independent Cover,Greedy Independent Cover,True
7374,Sorted Listright,Greedy Independent Cover,False
7375,Sorted Listright,Greedy Independent Cover,False
7376,Greedy Independent Cover,Greedy Independent Cover,True
7377,Greedy Independent Cover,Greedy Independent Cover,True
7378,Greedy Independent Cover,Greedy Independent Cover,True
7379,Greedy Independent Cover,Greedy Independent Cover,True
7380,Greedy Independent Cover,Greedy Independent Cover,True
7381,Edge Deletion Smart,Greedy Independent Cover,False
7382,Greedy Independent Cover,Greedy Independent Cover,True
7383,Greedy Independent Cover,Greedy Independent Cover,True
7384,Sorted Listright,Greedy Independent Cover,False
7385,Greedy Independent Cover,Greedy Independent Cover,True
7386,Greedy Independent Cover,Greedy Independent Cover,True
7387,Sorted Listright,Greedy Independent Cover,False
7388,Greedy Independent Cover,Greedy Independent Cover,True
7389,Sorted Listright,Greedy Independent Cover,False
7390,Greedy Independent Cover,Greedy Independent Cover,True
7391,Greedy Independent Cover,Greedy Independent Cover,True
7392,Greedy Independent Cover,Greedy Independent Cover,True
7393,Greedy Independent Cover,Greedy Independent Cover,True
7394,Greedy Independent Cover,Greedy Independent Cover,True
7395,Greedy Independent Cover,Greedy Independent Cover,True
7396,Greedy Independent Cover,Greedy Independent Cover,True
7397,Greedy Independent Cover,Greedy Independent Cover,True
7398,Greedy Independent Cover,Greedy Independent Cover,True
7399,Greedy Independent Cover,Greedy Independent Cover,True
7400,Sorted Listright,Greedy Independent Cover,False
7401,Greedy Independent Cover,Greedy Independent Cover,True
7402,Greedy Independent Cover,Greedy Independent Cover,True
7403,Greedy Independent Cover,Greedy Independent Cover,True
7404,Greedy Independent Cover,Greedy Independent Cover,True
7405,Greedy Independent Cover,Greedy Independent Cover,True
7406,Sorted Listright,Greedy Independent Cover,False
7407,Greedy Independent Cover,Greedy Independent Cover,True
7408,Greedy Independent Cover,Greedy Independent Cover,True
7409,Greedy Independent Cover,Greedy Independent Cover,True
7410,Sorted Listright,Greedy Independent Cover,False
7411,Greedy Independent Cover,Greedy Independent Cover,True
7412,Greedy Independent Cover,Greedy Independent Cover,True
7413,Greedy Independent Cover,Greedy Independent Cover,True
7414,Greedy Independent Cover,Greedy Independent Cover,True
7415,Greedy Independent Cover,Greedy Independent Cover,True
7416,Greedy Independent Cover,Greedy Independent Cover,True
7417,Greedy Independent Cover,Greedy Independent Cover,True
7418,Greedy Independent Cover,Greedy Independent Cover,True
7419,Greedy Independent Cover,Greedy Independent Cover,True
7420,Greedy Independent Cover,Greedy Independent Cover,True
7421,Greedy Independent Cover,Greedy Independent Cover,True
7422,Greedy Independent Cover,Greedy Independent Cover,True
7423,Sorted Listright,Greedy Independent Cover,False
7424,Edge Deletion Smart,Greedy Independent Cover,False
7425,Greedy Independent Cover,Greedy Independent Cover,True
7426,Greedy Independent Cover,Greedy Independent Cover,True
7427,Greedy Independent Cover,Greedy Independent Cover,True
7428,Greedy Independent Cover,Greedy Independent Cover,True
7429,Greedy Independent Cover,Greedy Independent Cover,True
7430,Greedy Independent Cover,Greedy Independent Cover,True
7431,Greedy Independent Cover,Greedy Independent Cover,True
7432,Greedy Independent Cover,Greedy Independent Cover,True
7433,Greedy Independent Cover,Greedy Independent Cover,True
7434,Greedy Independent Cover,Greedy Independent Cover,True
7435,Greedy Independent Cover,Greedy Independent Cover,True
7436,Greedy Independent Cover,Greedy Independent Cover,True
7438,Greedy Independent Cover,Greedy Independent Cover,True
7439,Sorted Listright,Greedy Independent Cover,False
7440,Greedy Independent Cover,Greedy Independent Cover,True
7441,Sorted Listright,Greedy Independent Cover,False
7442,Greedy Independent Cover,Greedy Independent Cover,True
7443,Greedy Independent Cover,Greedy Independent Cover,True
7444,Greedy Independent Cover,Greedy Independent Cover,True
7445,Greedy Independent Cover,Greedy Independent Cover,True
7446,Greedy Independent Cover,Greedy Independent Cover,True
7447,Greedy Independent Cover,Greedy Independent Cover,True
7448,Greedy Independent Cover,Greedy Independent Cover,True
7449,Greedy Independent Cover,Greedy Independent Cover,True
7450,Greedy Independent Cover,Greedy Independent Cover,True
7452,Greedy Independent Cover,Greedy Independent Cover,True
7453,Greedy Independent Cover,Greedy Independent Cover,True
7454,Sorted Listright,Greedy Independent Cover,False
7455,Greedy Independent Cover,Greedy Independent Cover,True
7456,Greedy Independent Cover,Greedy Independent Cover,True
7457,Greedy Independent Cover,Greedy Independent Cover,True
7458,Greedy Independent Cover,Greedy Independent Cover,True
7459,Sorted Listright,Greedy Independent Cover,False
7460,Greedy Independent Cover,Greedy Independent Cover,True
7461,Greedy Independent Cover,Greedy Independent Cover,True
7462,Greedy Independent Cover,Greedy Independent Cover,True
7463,Greedy Independent Cover,Greedy Independent Cover,True
7464,Greedy Independent Cover,Greedy Independent Cover,True
7465,Sorted Listright,Greedy Independent Cover,False
7466,Greedy Independent Cover,Greedy Independent Cover,True
7467,Greedy Independent Cover,Greedy Independent Cover,True
7468,Greedy Independent Cover,Greedy Independent Cover,True
7469,Greedy Independent Cover,Greedy Independent Cover,True
7470,Greedy Independent Cover,Greedy Independent Cover,True
7471,Sorted Listright,Greedy Independent Cover,False
7472,Greedy Independent Cover,Greedy Independent Cover,True
7473,Greedy Independent Cover,Greedy Independent Cover,True
7474,Greedy Independent Cover,Greedy Independent Cover,True
7476,Greedy Independent Cover,Greedy Independent Cover,True
7478,Sorted Listright,Greedy Independent Cover,False
7479,Greedy Independent Cover,Greedy Independent Cover,True
7480,Greedy Independent Cover,Greedy Independent Cover,True
7481,Sorted Listright,Greedy Independent Cover,False
7482,Sorted Listright,Greedy Independent Cover,False
7483,Greedy Independent Cover,Greedy Independent Cover,True
7484,Greedy Independent Cover,Greedy Independent Cover,True
7485,Greedy Independent Cover,Greedy Independent Cover,True
7486,Sorted Listright,Greedy Independent Cover,False
7487,Greedy Independent Cover,Greedy Independent Cover,True
7489,Greedy Independent Cover,Greedy Independent Cover,True
7490,Sorted Listright,Greedy Independent Cover,False
7491,Greedy Independent Cover,Greedy Independent Cover,True
7492,Greedy Independent Cover,Greedy Independent Cover,True
7493,Greedy Independent Cover,Greedy Independent Cover,True
7494,Greedy Independent Cover,Greedy Independent Cover,True
7495,Greedy Independent Cover,Greedy Independent Cover,True
7496,Greedy Independent Cover,Greedy Independent Cover,True
7497,Greedy Independent Cover,Greedy Independent Cover,True
7498,Greedy Independent Cover,Greedy Independent Cover,True
7499,Greedy Independent Cover,Greedy Independent Cover,True
7500,Greedy Independent Cover,Greedy Independent Cover,True
7501,Greedy Independent Cover,Greedy Independent Cover,True
7502,Sorted Listright,Greedy Independent Cover,False
7503,Greedy Independent Cover,Greedy Independent Cover,True
7504,Greedy Independent Cover,Greedy Independent Cover,True
7505,Greedy Independent Cover,Greedy Independent Cover,True
7506,Greedy Independent Cover,Greedy Independent Cover,True
7507,Greedy Independent Cover,Greedy Independent Cover,True
7508,Greedy Independent Cover,Greedy Independent Cover,True
7509,Greedy Independent Cover,Greedy Independent Cover,True
7510,Sorted Listright,Greedy Independent Cover,False
7511,Greedy Independent Cover,Greedy Independent Cover,True
7512,Greedy Independent Cover,Greedy Independent Cover,True
7513,Greedy Independent Cover,Greedy Independent Cover,True
7514,Greedy Independent Cover,Greedy Independent Cover,True
7516,Greedy Independent Cover,Greedy Independent Cover,True
7517,Sorted Listright,Greedy Independent Cover,False
7518,Greedy Independent Cover,Greedy Independent Cover,True
7519,Greedy Independent Cover,Greedy Independent Cover,True
7520,Sorted Listright,Greedy Independent Cover,False
7521,Edge Deletion Smart,Greedy Independent Cover,False
7522,Sorted Listright,Greedy Independent Cover,False
7524,Greedy Independent Cover,Greedy Independent Cover,True
7525,Greedy Independent Cover,Greedy Independent Cover,True
7526,Greedy Independent Cover,Greedy Independent Cover,True
7527,Greedy Independent Cover,Greedy Independent Cover,True
7528,Greedy Independent Cover,Greedy Independent Cover,True
7529,Greedy Independent Cover,Greedy Independent Cover,True
7530,Greedy Independent Cover,Greedy Independent Cover,True
7531,Greedy Independent Cover,Greedy Independent Cover,True
7532,Greedy Independent Cover,Greedy Independent Cover,True
7533,Greedy Independent Cover,Greedy Independent Cover,True
7534,Greedy Independent Cover,Greedy Independent Cover,True
7535,Greedy Independent Cover,Greedy Independent Cover,True
7536,Greedy Independent Cover,Greedy Independent Cover,True
7537,Greedy Independent Cover,Greedy Independent Cover,True
7538,Greedy Independent Cover,Greedy Independent Cover,True
7539,Greedy Independent Cover,Greedy Independent Cover,True
7540,Greedy Independent Cover,Greedy Independent Cover,True
7541,Greedy Independent Cover,Greedy Independent Cover,True
7542,Greedy Independent Cover,Greedy Independent Cover,True
7543,Sorted Listright,Greedy Independent Cover,False
7544,Greedy Independent Cover,Greedy Independent Cover,True
7545,Greedy Independent Cover,Greedy Independent Cover,True
7546,Greedy Independent Cover,Greedy Independent Cover,True
7547,Greedy Independent Cover,Greedy Independent Cover,True
7548,Greedy Independent Cover,Greedy Independent Cover,True
7549,Greedy Independent Cover,Greedy Independent Cover,True
7550,Sorted Listright,Greedy Independent Cover,False
7551,Greedy Independent Cover,Greedy Independent Cover,True
7552,Greedy Independent Cover,Greedy Independent Cover,True
7553,Greedy Independent Cover,Greedy Independent Cover,True
7554,Greedy Independent Cover,Greedy Independent Cover,True
7555,Greedy Independent Cover,Greedy Independent Cover,True
7556,Greedy Independent Cover,Greedy Independent Cover,True
7557,Greedy Independent Cover,Greedy Independent Cover,True
7558,Greedy Independent Cover,Greedy Independent Cover,True
7559,Greedy Independent Cover,Greedy Independent Cover,True
7560,Greedy Independent Cover,Greedy Independent Cover,True
7561,Greedy Independent Cover,Greedy Independent Cover,True
7562,Greedy Independent Cover,Greedy Independent Cover,True
7563,Greedy Independent Cover,Greedy Independent Cover,True
7564,Greedy Independent Cover,Greedy Independent Cover,True
7565,Greedy Independent Cover,Greedy Independent Cover,True
7566,Greedy Independent Cover,Greedy Independent Cover,True
7567,Greedy Independent Cover,Greedy Independent Cover,True
7568,Sorted Listright,Greedy Independent Cover,False
7569,Greedy Independent Cover,Greedy Independent Cover,True
7570,Greedy Independent Cover,Greedy Independent Cover,True
7571,Greedy Independent Cover,Greedy Independent Cover,True
7572,Greedy Independent Cover,Greedy Independent Cover,True
7573,Greedy Independent Cover,Greedy Independent Cover,True
7574,Greedy Independent Cover,Greedy Independent Cover,True
7575,Greedy Independent Cover,Greedy Independent Cover,True
7576,Greedy Independent Cover,Greedy Independent Cover,True
7577,Greedy Independent Cover,Greedy Independent Cover,True
7578,Greedy Independent Cover,Greedy Independent Cover,True
7579,Sorted Listright,Greedy Independent Cover,False
7580,Greedy Independent Cover,Greedy Independent Cover,True
7581,Greedy Independent Cover,Greedy Independent Cover,True
7582,Sorted Listright,Greedy Independent Cover,False
7583,Greedy Independent Cover,Greedy Independent Cover,True
7584,Greedy Independent Cover,Greedy Independent Cover,True
7585,Greedy Independent Cover,Greedy Independent Cover,True
7586,Greedy Independent Cover,Greedy Independent Cover,True
7587,Greedy Independent Cover,Greedy Independent Cover,True
7588,Greedy Independent Cover,Greedy Independent Cover,True
7589,Greedy Independent Cover,Greedy Independent Cover,True
7590,Greedy Independent Cover,Greedy Independent Cover,True
7591,Greedy Independent Cover,Greedy Independent Cover,True
7592,Greedy Independent Cover,Greedy Independent Cover,True
7593,Greedy Independent Cover,Greedy Independent Cover,True
7594,Greedy Independent Cover,Greedy Independent Cover,True
7595,Greedy Independent Cover,Greedy Independent Cover,True
7596,Greedy Independent Cover,Greedy Independent Cover,True
7597,Greedy Independent Cover,Greedy Independent Cover,True
7598,Greedy Independent Cover,Greedy Independent Cover,True
7599,Greedy Independent Cover,Greedy Independent Cover,True
7600,Sorted Listright,Greedy Independent Cover,False
7601,Greedy Independent Cover,Greedy Independent Cover,True
7602,Greedy Independent Cover,Greedy Independent Cover,True
7603,Greedy Independent Cover,Greedy Independent Cover,True
7604,Greedy Independent Cover,Greedy Independent Cover,True
7605,Greedy Independent Cover,Greedy Independent Cover,True
7606,Sorted Listright,Greedy Independent Cover,False
7607,Greedy Independent Cover,Greedy Independent Cover,True
7608,Sorted Listright,Greedy Independent Cover,False
7609,Greedy Independent Cover,Greedy Independent Cover,True
7610,Greedy Independent Cover,Greedy Independent Cover,True
7612,Greedy Independent Cover,Greedy Independent Cover,True
7613,Greedy Independent Cover,Greedy Independent Cover,True
7614,Greedy Independent Cover,Greedy Independent Cover,True
7615,Greedy Independent Cover,Greedy Independent Cover,True
7616,Greedy Independent Cover,Greedy Independent Cover,True
7617,Greedy Independent Cover,Greedy Independent Cover,True
7618,Greedy Independent Cover,Greedy Independent Cover,True
7619,Greedy Independent Cover,Greedy Independent Cover,True
7620,Greedy Independent Cover,Greedy Independent Cover,True
7621,Greedy Independent Cover,Greedy Independent Cover,True
7622,Greedy Independent Cover,Greedy Independent Cover,True
7623,Greedy Independent Cover,Greedy Independent Cover,True
7624,Greedy Independent Cover,Greedy Independent Cover,True
7625,Greedy Independent Cover,Greedy Independent Cover,True
7626,Greedy Independent Cover,Greedy Independent Cover,True
7627,Sorted Listright,Greedy Independent Cover,False
7628,Edge Deletion Smart,Greedy Independent Cover,False
7629,Greedy Independent Cover,Greedy Independent Cover,True
7630,Greedy Independent Cover,Greedy Independent Cover,True
7631,Greedy Independent Cover,Greedy Independent Cover,True
7632,Greedy Independent Cover,Greedy Independent Cover,True
7633,Greedy Independent Cover,Greedy Independent Cover,True
7634,Greedy Independent Cover,Greedy Independent Cover,True
7635,Greedy Independent Cover,Greedy Independent Cover,True
7636,Sorted Listright,Greedy Independent Cover,False
7637,Greedy Independent Cover,Greedy Independent Cover,True
7638,Greedy Independent Cover,Greedy Independent Cover,True
7639,Sorted Listright,Greedy Independent Cover,False
7640,Greedy Independent Cover,Greedy Independent Cover,True
7641,Sorted Listright,Greedy Independent Cover,False
7642,Sorted Listright,Greedy Independent Cover,False
7643,Sorted Listright,Greedy Independent Cover,False
7644,Greedy Independent Cover,Greedy Independent Cover,True
7645,Greedy Independent Cover,Greedy Independent Cover,True
7646,Greedy Independent Cover,Greedy Independent Cover,True
7647,Greedy Independent Cover,Greedy Independent Cover,True
7648,Sorted Listright,Greedy Independent Cover,False
7649,Greedy Independent Cover,Greedy Independent Cover,True
7650,Greedy Independent Cover,Greedy Independent Cover,True
7651,Sorted Listright,Greedy Independent Cover,False
7652,Greedy Independent Cover,Greedy Independent Cover,True
7653,Greedy Independent Cover,Greedy Independent Cover,True
7654,Greedy Independent Cover,Greedy Independent Cover,True
7655,Greedy Independent Cover,Greedy Independent Cover,True
7656,Greedy Independent Cover,Greedy Independent Cover,True
7657,Greedy Independent Cover,Greedy Independent Cover,True
7658,Greedy Independent Cover,Greedy Independent Cover,True
7659,Greedy Independent Cover,Greedy Independent Cover,True
7660,Greedy Independent Cover,Greedy Independent Cover,True
7661,Sorted Listright,Greedy Independent Cover,False
7662,Greedy Independent Cover,Greedy Independent Cover,True
7663,Greedy Independent Cover,Greedy Independent Cover,True
7664,Greedy Independent Cover,Greedy Independent Cover,True
7665,Greedy Independent Cover,Greedy Independent Cover,True
7666,Greedy Independent Cover,Greedy Independent Cover,True
7667,Greedy Independent Cover,Greedy Independent Cover,True
7668,Edge Deletion Smart,Greedy Independent Cover,False
7669,Sorted Listright,Greedy Independent Cover,False
7670,Sorted Listright,Greedy Independent Cover,False
7671,Sorted Listright,Greedy Independent Cover,False
7672,Greedy Independent Cover,Greedy Independent Cover,True
7673,Sorted Listright,Greedy Independent Cover,False
7674,Greedy Independent Cover,Greedy Independent Cover,True
7675,Greedy Independent Cover,Greedy Independent Cover,True
7676,Greedy Independent Cover,Greedy Independent Cover,True
7677,Greedy Independent Cover,Greedy Independent Cover,True
7678,Greedy Independent Cover,Greedy Independent Cover,True
7679,Greedy Independent Cover,Greedy Independent Cover,True
7680,Greedy Independent Cover,Greedy Independent Cover,True
7681,Greedy Independent Cover,Greedy Independent Cover,True
7682,Greedy Independent Cover,Greedy Independent Cover,True
7683,Greedy Independent Cover,Greedy Independent Cover,True
7684,Greedy Independent Cover,Greedy Independent Cover,True
7685,Greedy Independent Cover,Greedy Independent Cover,True
7686,Greedy Independent Cover,Greedy Independent Cover,True
7687,Greedy Independent Cover,Greedy Independent Cover,True
7688,Greedy Independent Cover,Greedy Independent Cover,True
7689,Greedy Independent Cover,Greedy Independent Cover,True
7690,Greedy Independent Cover,Greedy Independent Cover,True
7691,Greedy Independent Cover,Greedy Independent Cover,True
7692,Greedy Independent Cover,Greedy Independent Cover,True
7693,Greedy Independent Cover,Greedy Independent Cover,True
7694,Greedy Independent Cover,Greedy Independent Cover,True
7695,Greedy Independent Cover,Greedy Independent Cover,True
7696,Greedy Independent Cover,Greedy Independent Cover,True
7697,Greedy Independent Cover,Greedy Independent Cover,True
7698,Greedy Independent Cover,Greedy Independent Cover,True
7699,Greedy Independent Cover,Greedy Independent Cover,True
7700,Greedy Independent Cover,Greedy Independent Cover,True
7701,Greedy Independent Cover,Greedy Independent Cover,True
7702,Greedy Independent Cover,Greedy Independent Cover,True
7703,Greedy Independent Cover,Greedy Independent Cover,True
7704,Greedy Independent Cover,Greedy Independent Cover,True
7705,Greedy Independent Cover,Greedy Independent Cover,True
7706,Greedy Independent Cover,Greedy Independent Cover,True
7708,Greedy Independent Cover,Greedy Independent Cover,True
7709,Sorted Listright,Greedy Independent Cover,False
7710,Sorted Listright,Greedy Independent Cover,False
7712,Greedy Independent Cover,Greedy Independent Cover,True
7713,Greedy Independent Cover,Greedy Independent Cover,True
7714,Greedy Independent Cover,Greedy Independent Cover,True
7715,Greedy Independent Cover,Greedy Independent Cover,True
7716,Greedy Independent Cover,Greedy Independent Cover,True
7717,Greedy Independent Cover,Greedy Independent Cover,True
7718,Greedy Independent Cover,Greedy Independent Cover,True
7719,Greedy Independent Cover,Greedy Independent Cover,True
7720,Greedy Independent Cover,Greedy Independent Cover,True
7721,Greedy Independent Cover,Greedy Independent Cover,True
7722,Greedy Independent Cover,Greedy Independent Cover,True
7723,Greedy Independent Cover,Greedy Independent Cover,True
7724,Greedy Independent Cover,Greedy Independent Cover,True
7726,Greedy Independent Cover,Greedy Independent Cover,True
7727,Greedy Independent Cover,Greedy Independent Cover,True
7728,Greedy Independent Cover,Greedy Independent Cover,True
7729,Greedy Independent Cover,Greedy Independent Cover,True
7730,Greedy Independent Cover,Greedy Independent Cover,True
7731,Greedy Independent Cover,Greedy Independent Cover,True
7733,Greedy Independent Cover,Greedy Independent Cover,True
7734,Greedy Independent Cover,Greedy Independent Cover,True
7735,Greedy Independent Cover,Greedy Independent Cover,True
7736,Greedy Independent Cover,Greedy Independent Cover,True
7737,Sorted Listright,Greedy Independent Cover,False
7740,Greedy Independent Cover,Greedy Independent Cover,True
7741,Greedy Independent Cover,Greedy Independent Cover,True
7742,Greedy Independent Cover,Greedy Independent Cover,True
7743,Greedy Independent Cover,Greedy Independent Cover,True
7744,Greedy Independent Cover,Greedy Independent Cover,True
7746,Greedy Independent Cover,Greedy Independent Cover,True
7747,Greedy Independent Cover,Greedy Independent Cover,True
7748,Greedy Independent Cover,Greedy Independent Cover,True
7749,Sorted Listright,Greedy Independent Cover,False
7750,Greedy Independent Cover,Greedy Independent Cover,True
7751,Greedy Independent Cover,Greedy Independent Cover,True
7752,Greedy Independent Cover,Greedy Independent Cover,True
7753,Sorted Listright,Greedy Independent Cover,False
7754,Greedy Independent Cover,Greedy Independent Cover,True
7755,Greedy Independent Cover,Greedy Independent Cover,True
7756,Greedy Independent Cover,Greedy Independent Cover,True
7757,Greedy Independent Cover,Greedy Independent Cover,True
7758,Greedy Independent Cover,Greedy Independent Cover,True
7759,Greedy Independent Cover,Greedy Independent Cover,True
7760,Greedy Independent Cover,Greedy Independent Cover,True
7761,Greedy Independent Cover,Greedy Independent Cover,True
7762,Greedy Independent Cover,Greedy Independent Cover,True
7763,Greedy Independent Cover,Greedy Independent Cover,True
7764,Greedy Independent Cover,Greedy Independent Cover,True
7765,Greedy Independent Cover,Greedy Independent Cover,True
7766,Greedy Independent Cover,Greedy Independent Cover,True
7767,Greedy Independent Cover,Greedy Independent Cover,True
7768,Greedy Independent Cover,Greedy Independent Cover,True
7769,Greedy Independent Cover,Greedy Independent Cover,True
7770,Greedy Independent Cover,Greedy Independent Cover,True
7771,Greedy Independent Cover,Greedy Independent Cover,True
7772,Greedy Independent Cover,Greedy Independent Cover,True
7773,Greedy Independent Cover,Greedy Independent Cover,True
7774,Greedy Independent Cover,Greedy Independent Cover,True
7776,Greedy Independent Cover,Greedy Independent Cover,True
7777,Greedy Independent Cover,Greedy Independent Cover,True
7779,Greedy Independent Cover,Greedy Independent Cover,True
7780,Greedy Independent Cover,Greedy Independent Cover,True
7782,Greedy Independent Cover,Greedy Independent Cover,True
7784,Greedy Independent Cover,Greedy Independent Cover,True
7785,Greedy Independent Cover,Greedy Independent Cover,True
7787,Greedy Independent Cover,Greedy Independent Cover,True
7788,Greedy Independent Cover,Greedy Independent Cover,True
7790,Greedy Independent Cover,Greedy Independent Cover,True
7791,Greedy Independent Cover,Greedy Independent Cover,True
7792,Greedy Independent Cover,Greedy Independent Cover,True
7793,Greedy Independent Cover,Greedy Independent Cover,True
7794,Greedy Independent Cover,Greedy Independent Cover,True
7795,Greedy Independent Cover,Greedy Independent Cover,True
7796,Greedy Independent Cover,Greedy Independent Cover,True
7798,Greedy Independent Cover,Greedy Independent Cover,True
7799,Greedy Independent Cover,Greedy Independent Cover,True
7800,Greedy Independent Cover,Greedy Independent Cover,True
7801,Greedy Independent Cover,Greedy Independent Cover,True
7802,Greedy Independent Cover,Greedy Independent Cover,True
7803,Greedy Independent Cover,Greedy Independent Cover,True
7804,Greedy Independent Cover,Greedy Independent Cover,True
7805,Greedy Independent Cover,Greedy Independent Cover,True
7806,Greedy Independent Cover,Greedy Independent Cover,True
7808,Greedy Independent Cover,Greedy Independent Cover,True
7809,Greedy Independent Cover,Greedy Independent Cover,True
7811,Greedy Independent Cover,Greedy Independent Cover,True
7812,Greedy Independent Cover,Greedy Independent Cover,True
7813,Greedy Independent Cover,Greedy Independent Cover,True
7814,Greedy Independent Cover,Greedy Independent Cover,True
7815,Greedy Independent Cover,Greedy Independent Cover,True
7816,Greedy Independent Cover,Greedy Independent Cover,True
7817,Greedy Independent Cover,Greedy Independent Cover,True
7818,Greedy Independent Cover,Greedy Independent Cover,True
7819,Greedy Independent Cover,Greedy Independent Cover,True
7820,Greedy Independent Cover,Greedy Independent Cover,True
7822,Greedy Independent Cover,Greedy Independent Cover,True
7823,Greedy Independent Cover,Greedy Independent Cover,True
7824,Greedy Independent Cover,Greedy Independent Cover,True
7825,Sorted Listright,Greedy Independent Cover,False
7826,Greedy Independent Cover,Greedy Independent Cover,True
7827,Greedy Independent Cover,Greedy Independent Cover,True
7828,Greedy Independent Cover,Greedy Independent Cover,True
7829,Greedy Independent Cover,Greedy Independent Cover,True
7830,Greedy Independent Cover,Greedy Independent Cover,True
7831,Greedy Independent Cover,Greedy Independent Cover,True
7832,Greedy Independent Cover,Greedy Independent Cover,True
7833,Greedy Independent Cover,Greedy Independent Cover,True
7834,Greedy Independent Cover,Greedy Independent Cover,True
7835,Greedy Independent Cover,Greedy Independent Cover,True
7836,Greedy Independent Cover,Greedy Independent Cover,True
7837,Greedy Independent Cover,Greedy Independent Cover,True
7838,Greedy Independent Cover,Greedy Independent Cover,True
7839,Greedy Independent Cover,Greedy Independent Cover,True
7840,Greedy Independent Cover,Greedy Independent Cover,True
7841,Sorted Listright,Greedy Independent Cover,False
7842,Greedy Independent Cover,Greedy Independent Cover,True
7843,Sorted Listright,Greedy Independent Cover,False
7844,Greedy Independent Cover,Greedy Independent Cover,True
7845,Greedy Independent Cover,Greedy Independent Cover,True
7846,Greedy Independent Cover,Greedy Independent Cover,True
7847,Greedy Independent Cover,Greedy Independent Cover,True
7848,Greedy Independent Cover,Greedy Independent Cover,True
7849,Greedy Independent Cover,Greedy Independent Cover,True
7850,Greedy Independent Cover,Greedy Independent Cover,True
7851,Greedy Independent Cover,Greedy Independent Cover,True
7852,Greedy Independent Cover,Greedy Independent Cover,True
